anomaly,country,series,make,model_gen,generation,prev_year,year,prev_stock,stock,change
stock_jump,GB,VEH0120,TVR,CERBERA,CERBERA,1996,1997,139,444,2.194244604316547
stock_jump,GB,VEH0124,VOLKSWAGEN,POLO GTI,6C,2015,2016,1646,5257,2.1938031591737546
stock_jump,GB,VEH0124,BMW,M5,F90,2018,2019,540,1699,2.1462962962962964
stock_jump,GB,VEH0120,CITROEN,C3,,2002,2003,14328,44973,2.138819095477387
stock_jump,GB,VEH0120,AUDI,S8,,1997,1998,62,194,2.129032258064516
stock_jump,GB,VEH0120,AUDI,S6,,1994,1995,39,122,2.128205128205128
stock_jump,GB,VEH0120,AUDI,S1,,2014,2015,447,1395,2.120805369127517
stock_jump,GB,VEH0124,AUDI,S1,,2014,2015,452,1408,2.1150442477876106
stock_jump,GB,VEH0120,RENAULT,MEGANE,,1996,1997,25700,79866,2.107626459143969
stock_jump,GB,VEH0120,SEAT,IBIZA CUPRA,,1996,1997,549,1699,2.09471766848816
stock_jump,GB,VEH0120,PEUGEOT,208,,2012,2013,16642,51377,2.0871890397788726
stock_jump,GB,VEH0120,PEUGEOT,406 COUPE,MK1,1997,1998,1215,3726,2.066666666666667
stock_jump,GB,VEH0120,CITROEN,DS3,,2010,2011,5208,15935,2.059715821812596
stock_jump,GB,VEH0120,FIAT,BARCHETTA,183,1996,1997,119,363,2.0504201680672267
stock_jump,GB,VEH0120,VOLVO,C70,,1998,1999,789,2403,2.0456273764258555
stock_jump,GB,VEH0120,MAZDA,2,,2003,2004,2046,6161,2.0112414467253177
stock_jump,GB,VEH0120,SEAT,LEON,,2000,2001,3321,9999,2.010840108401084
stock_jump,GB,VEH0120,CITROEN,C-CROSSER,,2007,2008,462,1391,2.0108225108225106
stock_jump,GB,VEH0120,MERCEDES-BENZ,G-CLASS,,1995,1996,2,6,2.0
stock_jump,GB,VEH0124,MERCEDES-BENZ,E63 AMG,,2015,2016,1,3,2.0
stock_jump,GB,VEH0120,AUDI,Q,,2006,2007,2800,8396,1.9985714285714287
stock_jump,GB,VEH0120,CITROEN,VAN,,1999,2000,1389,4135,1.976961843052556
stock_jump,GB,VEH0120,MASERATI,QUATTROPORTE,,2003,2004,63,186,1.9523809523809526
stock_jump,GB,VEH0120,MITSUBISHI,LANCER EVOLUTION,,2003,2004,605,1774,1.9322314049586775
stock_jump,GB,VEH0120,MERCEDES-BENZ,CLA,,2013,2014,2593,7578,1.9224836097184728
stock_jump,GB,VEH0120,JAGUAR,XK,,1995,1996,620,1799,1.9016129032258067
stock_jump,GB,VEH0120,LOTUS,ELISE,,1997,1998,894,2594,1.901565995525727
stock_jump,GB,VEH0120,HONDA,S2000,AP1_AP2,1999,2000,442,1281,1.8981900452488687
stock_jump,GB,VEH0120,VOLVO,S60 R,P2,1997,1998,194,557,1.8711340206185567
stock_jump,GB,VEH0120,FIAT,PUNTO,,1994,1995,20710,59176,1.857363592467407
stock_jump,GB,VEH0120,MASERATI,3200 GT,338,1999,2000,144,407,1.8263888888888888
stock_jump,GB,VEH0120,AUDI,S3,,1999,2000,519,1453,1.7996146435452793
stock_jump,GB,VEH0120,FERRARI,575M,575M,2002,2003,42,117,1.7857142857142856
stock_jump,GB,VEH0120,MINI,COOPER S,,2002,2003,5201,14321,1.7535089405883486
stock_jump,GB,VEH0124,VOLKSWAGEN,GOLF R,MK7,2014,2015,3488,9588,1.7488532110091741
stock_jump,GB,VEH0124,ASTON MARTIN,V8 VANTAGE,AM6,2018,2019,396,1088,1.7474747474747474
stock_jump,GB,VEH0124,MERCEDES-BENZ,E63 AMG,,2014,2015,3,1,-0.6666666666666667
